o_activity,o_tpb_taz,d_activity,d_tpb_taz,departure_time_min,travel_mode,transit_access_mode,transit_egress_mode,travelers_hh,travelers_nonhh,vehicle_occupancy,park_loc,park_pay,subway_used,subway_pay,subway_station_board,subway_access_mode,subway_station_exit,subway_egress_mode,hov_used,toll_road_used,distance,reported_travel_time,year,bodytype,make,model,fueltype,tolltransponder,home_tpb_taz,home_type,home_ownership,hhsize,numstudents,numdrivers,numworkers,numdisabilities,numvehicle,numvehicle_transponder,numbicycle,hh_income_detailed,tdate_days,tdate_dow,hhtrips,package_delivered,food_delivered,service_delivered,wthhfin,age,gender,race_ethnicity,race_ethnicity_hispanic,license,disability,smartphone,employment_status,jobs_count,j1_workplace_loc,work_tpb_taz,j1_commute_mode,j1_telecommute,j1_telecommute_days,j1_benefits_free_parking,j1_benefits_parking,j1_benefits_transit,j1_benefits_carpool,j1_benefits_walking_biking,j1_benefits_ev_charging,j1_benefits_bicycle_parking,j1_benefits_none,student_status,school_type,school_tpb_taz,school_freq,school_mode,volunteer_status,td_telecommute_time,td_shop_time,person_tripcount,walk_bike_loop_trips
1,3019,15,3019,1110,5,,,2,0,2,,,0,,,,,,,,0.594,10,2016.0,1.0,Honda,"Civic/CRX, del Sol",1.0,1.0,3019,1,1,2,0,2,0,0,2,1,1,1,523,5,7,0,0,0,34.7624234948834,76,2,1,2,1,2,2,1,,,,,,,,,,,,,,,0,,,,,1,,0,2,
15,3019,1,3019,1230,5,,,2,0,2,,,0,,,,,,,,0.502,10,2016.0,1.0,Honda,"Civic/CRX, del Sol",1.0,1.0,3019,1,1,2,0,2,0,0,2,1,1,1,523,5,7,0,0,0,34.7624234948834,76,2,1,2,1,2,2,1,,,,,,,,,,,,,,,0,,,,,1,,0,2,
1,3019,2,29,515,7,3,1,1,0,,,,1,,201,3,84,1,,,19.44,65,,,,,,,3019,1,1,2,0,2,2,0,2,1,2,7,543,4,4,0,0,0,34.7624234948834,46,1,1,2,1,2,1,0,1,3,,,1,2,0,0,1,0,0,0,0,0,0,,,,,,0,0,4,2
2,29,7,30,750,1,,,1,0,,,,0,,,,,,,,0.226,20,,,,,,,3019,1,1,2,0,2,2,0,2,1,2,7,543,4,4,0,0,0,34.7624234948834,46,1,1,2,1,2,1,0,1,3,,,1,2,0,0,1,0,0,0,0,0,0,,,,,,0,0,4,2
7,30,2,29,790,1,,,1,0,,,,0,,,,,,,,0.226,10,,,,,,,3019,1,1,2,0,2,2,0,2,1,2,7,543,4,4,0,0,0,34.7624234948834,46,1,1,2,1,2,1,0,1,3,,,1,2,0,0,1,0,0,0,0,0,0,,,,,,0,0,4,2
2,29,1,3019,1100,7,1,3,1,0,,,,1,,84,1,201,3,,,0.0,58,,,,,,,3019,1,1,2,0,2,2,0,2,1,2,7,543,4,4,0,0,0,34.7624234948834,46,1,1,2,1,2,1,0,1,3,,,1,2,0,0,1,0,0,0,0,0,0,,,,,,0,0,4,2
11,3019,2,586,570,4,,,1,1,2,2,,0,,,,,,,,23.685,65,2006.0,2.0,Chrysler,Town and Country,1.0,1.0,3019,1,1,5,2,4,3,0,5,5,3,7,544,5,9,1,0,0,92.126939550653,55,2,3,2,1,2,1,0,1,1,586,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,1,1,2,
2,586,1,3019,1170,4,,,1,1,2,2,,0,,,,,,,,23.455,40,2006.0,2.0,Chrysler,Town and Country,1.0,1.0,3019,1,1,5,2,4,3,0,5,5,3,7,544,5,9,1,0,0,92.126939550653,55,2,3,2,1,2,1,0,1,1,586,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,1,1,2,
1,3019,2,3091,720,4,,,1,0,1,2,,0,,,,,,,,11.301,30,2004.0,1.0,Lexus,ES-250/300/300h/330/350,1.0,1.0,3019,1,1,5,2,4,3,0,5,5,3,7,544,5,9,1,0,0,92.126939550653,22,2,6,1,1,2,1,0,1,1,3091,3,2,,1,0,0,0,0,0,0,0,0,,,,,,0,0,2,
2,3091,11,3111,1140,4,,,1,0,1,3,,0,,,,,,,,4.72,30,1998.0,1.0,Toyota,Camry,1.0,1.0,3019,1,1,5,2,4,3,0,5,5,3,7,544,5,9,1,0,0,92.126939550653,22,2,6,1,1,2,1,0,1,1,3091,3,2,,1,0,0,0,0,0,0,0,0,,,,,,0,0,2,
15,3019,13,3019,1350,4,,,1,0,1,2,,0,,,,,,,,2.82,10,1997.0,1.0,Lexus,ES-250/300/300h/330/350,1.0,1.0,3019,1,1,5,2,4,3,0,5,5,3,7,544,5,9,1,0,0,92.126939550653,20,2,6,1,1,2,1,6,,,,,,,,,,,,,,,1,7,916,,3,1,,0,2,
13,3019,1,3019,1425,4,,,1,0,1,2,,0,,,,,,,,3.432,10,1997.0,1.0,Lexus,ES-250/300/300h/330/350,1.0,1.0,3019,1,1,5,2,4,3,0,5,5,3,7,544,5,9,1,0,0,92.126939550653,20,2,6,1,1,2,1,6,,,,,,,,,,,,,,,1,7,916,,3,1,,0,2,
1,3019,14,3109,870,4,,,1,1,2,2,,0,,,,,,,,11.058,30,2003.0,3.0,Lexus,RX300/350,1.0,1.0,3019,1,1,5,2,4,3,0,5,5,3,7,544,5,9,1,0,0,92.126939550653,18,2,6,1,2,2,1,6,,,,,,,,,,,,,,,1,7,916,,3,1,,0,3,
14,3109,1,3019,990,4,,,1,1,2,2,,0,,,,,,,,11.059,45,2003.0,3.0,Lexus,RX300/350,1.0,1.0,3019,1,1,5,2,4,3,0,5,5,3,7,544,5,9,1,0,0,92.126939550653,18,2,6,1,2,2,1,6,,,,,,,,,,,,,,,1,7,916,,3,1,,0,3,
1,3019,11,3019,1180,4,,,1,0,1,3,,0,,,,,,,,0.232,5,2003.0,3.0,Lexus,RX300/350,1.0,1.0,3019,1,1,5,2,4,3,0,5,5,3,7,544,5,9,1,0,0,92.126939550653,18,2,6,1,2,2,1,6,,,,,,,,,,,,,,,1,7,916,,3,1,,0,3,
1,3019,7,1844,342,4,,,2,0,2,2,,0,,,,,,,,39.533,63,2008.0,3.0,Hyundai,Santa Fe,1.0,1.0,3019,1,1,3,1,3,3,0,2,2,2,8,577,3,12,1,0,0,53.4811629142388,57,2,1,2,1,2,1,0,1,2,,3,1,0,1,0,1,0,0,1,1,0,0,,,,,,8,0,5,
7,1844,2,1865,417,4,,,2,0,2,2,,0,,,,,,,,1.873,11,2008.0,3.0,Hyundai,Santa Fe,1.0,1.0,3019,1,1,3,1,3,3,0,2,2,2,8,577,3,12,1,0,0,53.4811629142388,57,2,1,2,1,2,1,0,1,2,,3,1,0,1,0,1,0,0,1,1,0,0,,,,,,8,0,5,
2,1865,7,1472,779,4,,,2,0,2,3,,0,,,,,,,,10.37,32,2008.0,3.0,Hyundai,Santa Fe,1.0,1.0,3019,1,1,3,1,3,3,0,2,2,2,8,577,3,12,1,0,0,53.4811629142388,57,2,1,2,1,2,1,0,1,2,,3,1,0,1,0,1,0,0,1,1,0,0,,,,,,8,0,5,
7,1472,2,3025,831,4,,,2,0,2,2,,0,,,,,,,,30.083,52,2008.0,3.0,Hyundai,Santa Fe,1.0,1.0,3019,1,1,3,1,3,3,0,2,2,2,8,577,3,12,1,0,0,53.4811629142388,57,2,1,2,1,2,1,0,1,2,,3,1,0,1,0,1,0,0,1,1,0,0,,,,,,8,0,5,
2,3025,1,3019,1049,4,,,2,0,2,1,,0,,,,,,,,20.024,42,2008.0,3.0,Hyundai,Santa Fe,1.0,1.0,3019,1,1,3,1,3,3,0,2,2,2,8,577,3,12,1,0,0,53.4811629142388,57,2,1,2,1,2,1,0,1,2,,3,1,0,1,0,1,0,0,1,1,0,0,,,,,,8,0,5,
1,3019,7,1844,342,5,,,2,0,2,,,0,,,,,,,,39.533,63,2008.0,3.0,Hyundai,Santa Fe,1.0,1.0,3019,1,1,3,1,3,3,0,2,2,2,8,577,3,12,1,0,0,53.4811629142388,16,2,6,2,1,2,1,0,1,1,3019,1,2,,1,0,0,0,0,0,0,0,1,3,3109,,9,,0,0,7,
7,1844,4,56,417,8,1,1,1,0,,,,0,,,,,,,,10.33,49,,,,,,,3019,1,1,3,1,3,3,0,2,2,2,8,577,3,12,1,0,0,53.4811629142388,16,2,6,2,1,2,1,0,1,1,3019,1,2,,1,0,0,0,0,0,0,0,1,3,3109,,9,,0,0,7,
4,56,7,1472,588,7,1,1,1,0,,,,1,7,31,1,70,1,,,2.217,46,,,,,,,3019,1,1,3,1,3,3,0,2,2,2,8,577,3,12,1,0,0,53.4811629142388,16,2,6,2,1,2,1,0,1,1,3019,1,2,,1,0,0,0,0,0,0,0,1,3,3109,,9,,0,0,7,
7,1472,5,1843,691,7,1,1,1,0,,,,1,7,70,1,82,1,,,17.129,48,,,,,,,3019,1,1,3,1,3,3,0,2,2,2,8,577,3,12,1,0,0,53.4811629142388,16,2,6,2,1,2,1,0,1,1,3019,1,2,,1,0,0,0,0,0,0,0,1,3,3109,,9,,0,0,7,
5,1843,7,1472,784,5,,,2,0,2,,,0,,,,,,,,10.353,27,2008.0,3.0,Hyundai,Santa Fe,1.0,1.0,3019,1,1,3,1,3,3,0,2,2,2,8,577,3,12,1,0,0,53.4811629142388,16,2,6,2,1,2,1,0,1,1,3019,1,2,,1,0,0,0,0,0,0,0,1,3,3109,,9,,0,0,7,
7,1472,4,3025,831,5,,,2,0,2,,,0,,,,,,,,30.084,52,2008.0,3.0,Hyundai,Santa Fe,1.0,1.0,3019,1,1,3,1,3,3,0,2,2,2,8,577,3,12,1,0,0,53.4811629142388,16,2,6,2,1,2,1,0,1,1,3019,1,2,,1,0,0,0,0,0,0,0,1,3,3109,,9,,0,0,7,
4,3025,1,3019,1049,5,,,2,0,2,,,0,,,,,,,,20.023,42,2008.0,3.0,Hyundai,Santa Fe,1.0,1.0,3019,1,1,3,1,3,3,0,2,2,2,8,577,3,12,1,0,0,53.4811629142388,16,2,6,2,1,2,1,0,1,1,3019,1,2,,1,0,0,0,0,0,0,0,1,3,3109,,9,,0,0,7,
1,3019,2,1124,465,4,,,1,0,1,2,,0,,,,,,,,12.903,25,2005.0,1.0,Lexus,ES-250/300/300h/330/350,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,53,2,1,2,1,2,1,0,1,2,,3,2,,1,0,0,0,0,0,0,0,0,,,,,,2,0,8,
2,1124,2,1120,570,4,,,1,0,1,2,,0,,,,,,,,2.734,15,2005.0,1.0,Lexus,ES-250/300/300h/330/350,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,53,2,1,2,1,2,1,0,1,2,,3,2,,1,0,0,0,0,0,0,0,0,,,,,,2,0,8,
2,1120,2,1119,685,4,,,1,0,1,2,,0,,,,,,,,0.359,5,2005.0,1.0,Lexus,ES-250/300/300h/330/350,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,53,2,1,2,1,2,1,0,1,2,,3,2,,1,0,0,0,0,0,0,0,0,,,,,,2,0,8,
2,1119,7,1135,765,4,,,1,0,1,2,,0,,,,,,,,3.117,10,2005.0,1.0,Lexus,ES-250/300/300h/330/350,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,53,2,1,2,1,2,1,0,1,2,,3,2,,1,0,0,0,0,0,0,0,0,,,,,,2,0,8,
7,1135,2,1120,810,4,,,1,0,1,2,,0,,,,,,,,3.166,15,2005.0,1.0,Lexus,ES-250/300/300h/330/350,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,53,2,1,2,1,2,1,0,1,2,,3,2,,1,0,0,0,0,0,0,0,0,,,,,,2,0,8,
2,1120,2,3019,1005,4,,,1,0,1,1,,0,,,,,,,,14.1,25,2005.0,1.0,Lexus,ES-250/300/300h/330/350,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,53,2,1,2,1,2,1,0,1,2,,3,2,,1,0,0,0,0,0,0,0,0,,,,,,2,0,8,
2,3019,12,3051,1165,4,,,1,0,1,2,,0,,,,,,,,1.916,5,2005.0,1.0,Lexus,ES-250/300/300h/330/350,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,53,2,1,2,1,2,1,0,1,2,,3,2,,1,0,0,0,0,0,0,0,0,,,,,,2,0,8,
12,3051,1,3019,1230,4,,,1,0,1,1,,0,,,,,,,,1.802,5,2005.0,1.0,Lexus,ES-250/300/300h/330/350,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,53,2,1,2,1,2,1,0,1,2,,3,2,,1,0,0,0,0,0,0,0,0,,,,,,2,0,8,
1,3019,16,3038,410,4,,,2,0,2,2,,0,,,,,,,,11.995,30,2016.0,3.0,Toyota,Highlander,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,52,1,1,2,1,2,1,0,1,2,,3,1,2,0,1,0,0,0,0,0,0,0,,,,,,8,0,5,
16,3038,13,3019,445,4,,,1,0,1,2,,0,,,,,,,,9.766,25,2016.0,3.0,Toyota,Highlander,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,52,1,1,2,1,2,1,0,1,2,,3,1,2,0,1,0,0,0,0,0,0,0,,,,,,8,0,5,
13,3019,1,3019,500,4,,,1,0,1,1,,0,,,,,,,,2.588,10,2016.0,3.0,Toyota,Highlander,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,52,1,1,2,1,2,1,0,1,2,,3,1,2,0,1,0,0,0,0,0,0,0,,,,,,8,0,5,
1,3019,16,3038,672,4,,,1,0,1,2,,0,,,,,,,,11.995,32,2016.0,3.0,Toyota,Highlander,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,52,1,1,2,1,2,1,0,1,2,,3,1,2,0,1,0,0,0,0,0,0,0,,,,,,8,0,5,
16,3038,2,3019,725,4,,,2,2,4,1,,0,,,,,,,,11.597,28,2016.0,3.0,Toyota,Highlander,1.0,1.0,3019,1,1,4,2,3,2,0,3,3,3,8,519,1,15,0,0,0,64.5806789019735,52,1,1,2,1,2,1,0,1,2,,3,1,2,0,1,0,0,0,0,0,0,0,,,,,,8,0,5,
1,3019,12,3091,705,4,,,2,0,2,2,,0,,,,,,,,12.744,15,2018.0,2.0,Honda,Odyssey,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,1,7,570,3,12,0,0,0,34.7624234948834,78,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,1,5,
12,3091,8,3094,765,4,,,2,0,2,2,,0,,,,,,,,14.942,10,2018.0,2.0,Honda,Odyssey,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,1,7,570,3,12,0,0,0,34.7624234948834,78,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,1,5,
8,3094,1,3019,782,4,,,2,0,2,1,,0,,,,,,,,10.946,14,2018.0,2.0,Honda,Odyssey,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,1,7,570,3,12,0,0,0,34.7624234948834,78,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,1,5,
1,3019,7,3019,1064,4,,,2,0,2,2,,0,,,,,,,,2.142,10,2018.0,2.0,Honda,Odyssey,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,1,7,570,3,12,0,0,0,34.7624234948834,78,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,1,5,
7,3019,15,3019,1123,4,,,2,0,2,2,,0,,,,,,,,2.61,8,2018.0,2.0,Honda,Odyssey,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,1,7,570,3,12,0,0,0,34.7624234948834,78,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,1,5,
1,3019,9,3091,465,4,,,1,0,1,2,,0,,,,,,,,13.093,30,2007.0,3.0,Honda,CR-V,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,1,7,570,3,12,0,0,0,34.7624234948834,75,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,7,
9,3091,1,3019,600,4,,,1,0,1,1,,0,,,,,,,,12.414,18,2007.0,3.0,Honda,CR-V,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,1,7,570,3,12,0,0,0,34.7624234948834,75,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,7,
1,3019,12,3091,705,5,,,2,0,2,,,0,,,,,,,,12.744,15,2018.0,2.0,Honda,Odyssey,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,1,7,570,3,12,0,0,0,34.7624234948834,75,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,7,
12,3091,8,3094,765,5,,,2,0,2,,,0,,,,,,,,14.942,10,2018.0,2.0,Honda,Odyssey,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,1,7,570,3,12,0,0,0,34.7624234948834,75,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,7,
8,3094,1,3019,782,5,,,2,0,2,,,0,,,,,,,,10.946,14,2018.0,2.0,Honda,Odyssey,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,1,7,570,3,12,0,0,0,34.7624234948834,75,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,7,
1,3019,7,3019,1064,5,,,2,0,2,,,0,,,,,,,,2.142,10,2018.0,2.0,Honda,Odyssey,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,1,7,570,3,12,0,0,0,34.7624234948834,75,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,7,
7,3019,15,3019,1123,5,,,2,0,2,,,0,,,,,,,,2.61,8,2018.0,2.0,Honda,Odyssey,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,1,7,570,3,12,0,0,0,34.7624234948834,75,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,7,
1,3019,16,3101,525,4,,,2,0,2,3,,0,,,,,,,,14.229,30,2017.0,3.0,Honda,Pilot,1.0,1.0,3019,1,1,4,1,2,2,0,2,2,4,8,570,3,10,1,0,0,64.5806789019735,46,1,1,2,1,2,1,0,1,1,3087,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,1,0,6,
16,3101,2,3087,560,4,,,1,0,1,2,,0,,,,,,,,6.841,20,2017.0,3.0,Honda,Pilot,1.0,1.0,3019,1,1,4,1,2,2,0,2,2,4,8,570,3,10,1,0,0,64.5806789019735,46,1,1,2,1,2,1,0,1,1,3087,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,1,0,6,
2,3087,16,3101,900,4,,,1,0,1,3,,0,,,,,,,,7.139,20,2017.0,3.0,Honda,Pilot,1.0,1.0,3019,1,1,4,1,2,2,0,2,2,4,8,570,3,10,1,0,0,64.5806789019735,46,1,1,2,1,2,1,0,1,1,3087,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,1,0,6,
16,3101,1,3019,930,4,,,2,0,2,1,,0,,,,,,,,13.285,30,2017.0,3.0,Honda,Pilot,1.0,1.0,3019,1,1,4,1,2,2,0,2,2,4,8,570,3,10,1,0,0,64.5806789019735,46,1,1,2,1,2,1,0,1,1,3087,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,1,0,6,
1,3019,10,3019,980,4,,,1,0,1,2,,0,,,,,,,,1.507,5,2017.0,3.0,Honda,Pilot,1.0,1.0,3019,1,1,4,1,2,2,0,2,2,4,8,570,3,10,1,0,0,64.5806789019735,46,1,1,2,1,2,1,0,1,1,3087,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,1,0,6,
10,3019,1,3019,1085,4,,,1,0,1,1,,0,,,,,,,,1.419,5,2017.0,3.0,Honda,Pilot,1.0,1.0,3019,1,1,4,1,2,2,0,2,2,4,8,570,3,10,1,0,0,64.5806789019735,46,1,1,2,1,2,1,0,1,1,3087,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,1,0,6,
1,3019,2,14,450,4,,,1,0,1,2,,0,,,,,,,,25.055,60,2013.0,1.0,Mazda,Mazda6,1.0,1.0,3019,1,1,4,1,2,2,0,2,2,4,8,570,3,10,1,0,0,64.5806789019735,44,2,1,2,1,2,1,0,1,1,14,3,1,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,2,
2,14,1,3019,1110,4,,,1,0,1,1,,0,,,,,,,,24.709,60,2013.0,1.0,Mazda,Mazda6,1.0,1.0,3019,1,1,4,1,2,2,0,2,2,4,8,570,3,10,1,0,0,64.5806789019735,44,2,1,2,1,2,1,0,1,1,14,3,1,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,2,
1,3019,5,3051,730,4,,,1,0,1,2,,0,,,,,,,,2.231,10,2014.0,3.0,Acura,MDX,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,505,1,8,0,0,0,34.7624234948834,83,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,4,
5,3051,1,3019,755,4,,,1,0,1,1,,0,,,,,,,,2.27,10,2014.0,3.0,Acura,MDX,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,505,1,8,0,0,0,34.7624234948834,83,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,4,
1,3019,7,3052,780,4,,,2,0,2,2,,0,,,,,,,,0.761,5,2014.0,3.0,Acura,MDX,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,505,1,8,0,0,0,34.7624234948834,83,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,4,
7,3052,1,3019,850,4,,,2,0,2,1,,0,,,,,,,,0.755,5,2014.0,3.0,Acura,MDX,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,505,1,8,0,0,0,34.7624234948834,83,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,4,
1,3019,5,3050,685,4,,,1,0,1,2,,0,,,,,,,,4.125,10,2010.0,1.0,Toyota,Avalon,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,505,1,8,0,0,0,34.7624234948834,81,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,4,
5,3050,1,3019,760,4,,,1,0,1,1,,0,,,,,,,,4.136,10,2010.0,1.0,Toyota,Avalon,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,505,1,8,0,0,0,34.7624234948834,81,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,4,
1,3019,7,3052,780,5,,,2,0,2,,,0,,,,,,,,0.761,5,2014.0,3.0,Acura,MDX,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,505,1,8,0,0,0,34.7624234948834,81,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,4,
7,3052,1,3019,850,5,,,2,0,2,,,0,,,,,,,,0.755,5,2014.0,3.0,Acura,MDX,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,505,1,8,0,0,0,34.7624234948834,81,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,4,
1,3019,10,3046,299,4,,,1,0,1,2,,0,,,,,,,,10.714,15,2015.0,3.0,Toyota,4Runner,1.0,1.0,3019,2,1,1,0,1,1,0,1,1,0,7,519,1,7,1,0,0,35.9341866239086,53,1,1,2,1,2,1,0,1,2,,3,1,2,0,0,1,0,0,0,0,0,0,,,,,,8,0,7,1
10,3046,2,3019,342,4,,,1,0,1,1,,0,,,,,,,,9.853,14,2015.0,3.0,Toyota,4Runner,1.0,1.0,3019,2,1,1,0,1,1,0,1,1,0,7,519,1,7,1,0,0,35.9341866239086,53,1,1,2,1,2,1,0,1,2,,3,1,2,0,0,1,0,0,0,0,0,0,,,,,,8,0,7,1
2,3019,13,3019,618,1,,,1,0,,,,0,,,,,,,,0.534,22,,,,,,,3019,2,1,1,0,1,1,0,1,1,0,7,519,1,7,1,0,0,35.9341866239086,53,1,1,2,1,2,1,0,1,2,,3,1,2,0,0,1,0,0,0,0,0,0,,,,,,8,0,7,1
1,3019,8,3049,1165,4,,,1,0,1,2,,0,,,,,,,,5.326,13,2015.0,3.0,Toyota,4Runner,1.0,1.0,3019,2,1,1,0,1,1,0,1,1,0,7,519,1,7,1,0,0,35.9341866239086,53,1,1,2,1,2,1,0,1,2,,3,1,2,0,0,1,0,0,0,0,0,0,,,,,,8,0,7,1
8,3049,1,3019,1185,4,,,1,0,1,1,,0,,,,,,,,5.301,14,2015.0,3.0,Toyota,4Runner,1.0,1.0,3019,2,1,1,0,1,1,0,1,1,0,7,519,1,7,1,0,0,35.9341866239086,53,1,1,2,1,2,1,0,1,2,,3,1,2,0,0,1,0,0,0,0,0,0,,,,,,8,0,7,1
1,3019,5,3051,600,4,,,1,0,1,2,,0,,,,,,,,2.606,15,2006.0,2.0,Toyota,Highlander,1.0,2.0,3019,1,1,1,0,1,0,0,1,0,0,6,491,1,4,0,0,0,35.9341866239086,77,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,4,
5,3051,1,3019,675,4,,,1,0,1,1,,0,,,,,,,,2.795,15,2006.0,2.0,Toyota,Highlander,1.0,2.0,3019,1,1,1,0,1,0,0,1,0,0,6,491,1,4,0,0,0,35.9341866239086,77,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,4,
1,3019,5,1219,810,4,,,1,0,1,2,,0,,,,,,,,5.382,30,2006.0,2.0,Toyota,Highlander,1.0,2.0,3019,1,1,1,0,1,0,0,1,0,0,6,491,1,4,0,0,0,35.9341866239086,77,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,4,
5,1219,1,3019,930,4,,,1,0,1,1,,0,,,,,,,,5.308,30,2006.0,2.0,Toyota,Highlander,1.0,2.0,3019,1,1,1,0,1,0,0,1,0,0,6,491,1,4,0,0,0,35.9341866239086,77,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,4,
1,3019,12,226,420,4,,,2,3,5,2,,0,,,,,,,,20.454,60,2017.0,2.0,Toyota,Sienna,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,516,5,8,0,0,0,34.7624234948834,74,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,3,
12,226,7,3050,690,4,,,2,3,5,2,,0,,,,,,,,23.223,90,2017.0,2.0,Toyota,Sienna,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,516,5,8,0,0,0,34.7624234948834,74,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,3,
7,3050,1,3019,915,4,,,2,3,5,1,,0,,,,,,,,3.954,15,2017.0,2.0,Toyota,Sienna,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,516,5,8,0,0,0,34.7624234948834,74,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,3,
1,3019,12,226,420,5,,,2,3,5,,,0,,,,,,,,20.454,60,2017.0,2.0,Toyota,Sienna,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,516,5,8,0,0,0,34.7624234948834,74,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
12,226,7,3050,690,5,,,2,3,5,,,0,,,,,,,,23.223,90,2017.0,2.0,Toyota,Sienna,1.0,1.0,3019,1,1,2,0,2,0,0,2,2,0,7,516,5,8,0,0,0,34.7624234948834,74,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
